,mark,model,year,type,condition,fuel,Transmission,color,price
8112,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$16,500"
8113,Car Makes:Hyundai,Car Model:Tourism - ទូរីស,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Diesel,Transmission:Manual,"$2,000"
8114,Car Makes:Hyundai,Car Model:Truck,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Diesel,Transmission:Manual,"$6,500"
8115,Car Makes:Hyundai,Car Model:Starex,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$14,100.00"
8116,Car Makes:Toyota,Car Model:Camry,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$24,500"
8117,Car Makes:Kia,Car Model:Carnival,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$77,999"
8118,Car Makes:Kia,Car Model:Grand Carnival,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$77,999"
8119,Car Makes:Kia,Car Model:Grand Carnival,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$77,999"
8120,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$39,999"
8121,Car Makes:Kia,Car Model:Selto,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$37,900"
8122,Car Makes:Kia,Car Model:Carnival,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$77,999"
8123,Car Makes:Kia,Car Model:Picanto,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$22,999"
8124,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,950"
8125,Car Makes:Honda,Car Model:CR-V,Year:2020,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$39,500"
8126,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$11,300"
8127,Car Makes:Toyota,Car Model:Tacoma,Year:2013,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$28,888"
8128,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Hybrid,Transmission:Auto,"$31,800"
8129,Car Makes:Toyota,Car Model:Tacoma,Year:2009,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$25,300"
8130,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$14,600"
8131,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$25,900"
8132,Car Makes:Lexus,Car Model:CT,Year:2013,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$28,200"
8133,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$9,200"
8134,Car Makes:Toyota,Car Model:Highlander,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:Gold,"$19,999"
8135,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$18,500"
8136,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,800"
8137,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$19,300"
8138,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$13,911"
8139,Car Makes:Toyota,Car Model:RAV4,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$6,000"
8140,Car Makes:Hyundai,Car Model:Truck,Year:1995,Tax Type:Tax Paper,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$11,000"
8141,Car Makes:Hyundai,Car Model:Truck,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$9,000"
8142,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$59,000"
8143,Car Makes:Kia,Car Model:EV6,Year:2005,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Manual,"$8,000"
8144,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$10,000"
8145,Car Makes:Toyota,Car Model:Prius,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$14,900"
8146,Car Makes:Toyota,Car Model:Prius,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$14,900"
8147,Car Makes:Toyota,Car Model:Prius,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$14,900"
8148,Car Makes:Toyota,Car Model:Tacoma,Year:2015,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$34,500"
8149,Car Makes:Kia,Car Model:Morning,Year:2005,Tax Type:Tax Paper,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$5,800"
8150,Car Makes:Toyota,Car Model:Prius,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$23,000"
8151,Car Makes:Ford,Car Model:E250,Year:2009,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:Black,"$28,767"
8152,Car Makes:Toyota,Car Model:Camry,Year:2003,Tax Type:Plate Number,Condition:New,Fuel:Petrol,Transmission:Auto,Color:Gold,"$9,400"
8153,Car Makes:Toyota,Car Model:Corolla,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$5,300"
8154,Car Makes:Toyota,Car Model:Corolla,Year:1995,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Green,"$3,350"
8155,Car Makes:Toyota,Car Model:Land Cruiser,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Manual,"$13,000"
8156,Car Makes:Toyota,Car Model:Highlander,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,500"
8157,Car Makes:Toyota,Car Model:Vellfire,Year:2009,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:White,"$26,800"
8158,Car Makes:Isuzu,Car Model:D-MAX,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$7,500"
8159,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Color:White,"$20,900"
8160,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$16,300"
8161,Car Makes:Toyota,Car Model:Tacoma,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Hybrid,Transmission:Auto,"$21,800"
8162,Car Makes:Toyota,Car Model:Tacoma,Year:2011,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$24,500"
8163,Car Makes:Toyota,Car Model:Tacoma,Year:2011,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$24,500"
8164,Car Makes:Toyota,Car Model:Tacoma,Year:2012,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$28,999"
8165,Car Makes:Toyota,Car Model:Alphard,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$28,800"
8166,Car Makes:Lexus,Car Model:HS,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$23,800"
8167,Car Makes:Lexus,Car Model:LX570,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$62,500"
8168,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$13,800"
8169,Car Makes:Hyundai,Car Model:Tourism - ទូរីស,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Color:Black,"$15,000"
8170,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$53,500"
8171,Car Makes:Audi,Car Model:Q7,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$30,500"
8172,Car Makes:Hyundai,Car Model:Santa Fe,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$23,600"
8173,Car Makes:Toyota,Car Model:Tacoma,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:LPG,Transmission:Auto,"$15,200.00"
8174,Car Makes:Toyota,Car Model:Tacoma,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$23,500"
8175,Car Makes:Toyota,Car Model:Tacoma,Year:2006,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$19,999"
8176,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$20,800"
8177,Car Makes:Kia,Car Model:Morning,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$5,250.00"
8178,Car Makes:Kia,Car Model:Morning,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$5,250.00"
8179,Car Makes:Mercedes-Benz,Car Model:S-Class,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$32,300"
8180,Car Makes:Suzuki,Car Model:Grand Vitara,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$10,750"
8181,Car Makes:Hyundai,Car Model:Starex,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$15,500"
8182,Car Makes:Hyundai,Car Model:Starex,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$12,890"
8183,Car Makes:Lexus,Car Model:LX470,Year:2003,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$36,000"
8184,Car Makes:Lexus,Car Model:RX300,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$14,999"
8185,Car Makes:Kia,Car Model:Carnival,Year:2018,Tax Type:Plate Number,Condition:New,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$32,300"
8186,Car Makes:Toyota,Car Model:Corolla,Year:1994,Tax Type:Plate Number,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$4,800.00"
8187,Car Makes:Mitsubishi,Car Model:Pajero,Year:1994,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$4,800.00"
8188,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$13,500"
8189,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Plate Number,Condition:Used,Fuel:Hybrid,Transmission:Auto,Color:White,"$18,700"
8190,Car Makes:Isuzu,Car Model:N Series,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$18,800"
8191,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Plate Number,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$21,500"
8192,Car Makes:Mercedes-Benz,Car Model:2000,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$8,100"
8193,Car Makes:Lexus,Car Model:CT,Year:2012,Tax Type:Plate Number,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$23,500"
8194,Car Makes:Toyota,Car Model:Camry,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$20,000"
8195,Car Makes:Toyota,Car Model:Camry,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$20,000"
8196,Car Makes:Toyota,Car Model:Camry,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$20,000"
8197,Car Makes:Land Rover,Car Model:Discovery,Year:2005,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:Black,"$11,500"
8198,Car Makes:Lexus,Car Model:RX300,Year:2001,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:White,"$14,200"
8199,Car Makes:Toyota,Car Model:Tacoma,Year:2005,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$17,000"
8200,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,700"
8201,Car Makes:Ford,Car Model:Everest,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Manual,"$9,580"
8202,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$20,800"
8203,Car Makes:Toyota,Car Model:Tacoma,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Electric,Transmission:Auto,"$14,800"
8204,Car Makes:Ford,Car Model:Mustang,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:Sports,Fuel:Petrol,Transmission:Auto,"$38,000"
8205,Car Makes:Volkswagen,Car Model:Multivan,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Auto,"$53,000"
8206,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$13,000"
8207,Car Makes:Lexus,Car Model:RX330,Year:2005,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Blue,"$18,900"
8208,Car Makes:Mercedes-Benz,Car Model:G-Class,Year:2020,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$348,800"
8209,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Hybrid,Transmission:Auto,"$33,000"
8210,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$23,800"
8211,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$22,000"
8212,Car Makes:Toyota,Car Model:Tacoma,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$28,000"
8213,Car Makes:Toyota,Car Model:Tacoma,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$28,000"
8214,Car Makes:Honda,Car Model:CR-V,Year:2021,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$25,600"
8215,Car Makes:Toyota,Car Model:Tacoma,Year:2009,Tax Type:Tax Paper,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$23,500"
8216,Car Makes:Hyundai,Car Model:H1,Year:2012,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:Gray,"$18,500"
8217,Car Makes:Hyundai,Car Model:H1,Year:2009,Tax Type:Tax Paper,Condition:New,Fuel:Diesel,Transmission:Auto,Color:Black,"$16,800"
8218,Car Makes:Toyota,Car Model:Land Cruiser,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Manual,"$7,999"
8219,Car Makes:Toyota,Car Model:Highlander,Year:2003,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Red,"$12,800"
8220,Car Makes:Toyota,Car Model:Prius,Year:2013,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$20,800"
8221,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Fuel:Hybrid,Transmission:Auto,Color:Red,"$12,399"
8222,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$10,900"
8223,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$13,100"
8224,Car Makes:Hyundai,Car Model:Santa Fe,Year:2001,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$5,400"
8225,Car Makes:Hyundai,Car Model:Santa Fe,Year:2001,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$5,400"
8226,Car Makes:Toyota,Car Model:Alphard,Year:2005,Tax Type:Tax Paper,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$19,500"
8227,Car Makes:Toyota,Car Model:Vitz,Year:2008,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Color:Purple,"$7,150"
8228,Car Makes:Honda,Car Model:CR-V,Year:2000,Tax Type:Plate Number,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$5,900"
8229,Car Makes:Toyota,Car Model:RAV4,Year:2000,Tax Type:Plate Number,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$5,900"
8230,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$21,000"
8231,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$20,000"
8232,Car Makes:Jeep,Car Model:Rubicon,Year:2021,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$80,000"
8233,Car Makes:Lexus,Car Model:LX470,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$22,200"
8234,Car Makes:Toyota,Car Model:Prius,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$29,699"
8235,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$16,800"
8236,Car Makes:Toyota,Car Model:Camry,Year:1997,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$5,200"
8237,Car Makes:Land Rover,Car Model:Defender,Year:2020,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$124,100.00"
8238,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$22,000"
8239,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$22,000"
8240,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$22,000"
8241,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:White,"$17,800"
8242,Car Makes:Mercedes-Benz,Car Model:G-Class,Year:2016,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$178,800"
8243,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$20,800"
8244,Car Makes:Mazda,Car Model:Mazda2,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$15,010.00"
8245,Car Makes:Toyota,Car Model:Land Cruiser PRADO,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Manual,"$20,710.00"
8246,Car Makes:Lexus,Car Model:LX470,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:Black,"$10,300"
8247,Car Makes:Toyota,Car Model:Land Cruiser PRADO,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:Black,"$14,800"
8248,Car Makes:Lexus,Car Model:RC,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$78,000"
8249,Car Makes:Toyota,Car Model:Vitz,Year:2012,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$11,799.00"
8250,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$14,500"
8251,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$13,800"
8252,Car Makes:Toyota,Car Model:Raize,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$26,000"
8253,Car Makes:Toyota,Car Model:Vellfire,Year:2016,Tax Type:Tax Paper,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$74,900.00"
8254,Car Makes:Toyota,Car Model:Alphard,Year:2016,Tax Type:Tax Paper,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$74,900.00"
8255,Car Makes:Toyota,Car Model:Vellfire,Year:2016,Tax Type:Tax Paper,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$74,900.00"
8256,Car Makes:Toyota,Car Model:Vellfire,Year:2016,Tax Type:Tax Paper,Condition:New,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$74,900.00"
8257,Car Makes:Toyota,Car Model:Raize,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$27,000"
8258,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$23,500"
8259,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$16,800"
8260,Car Makes:Land Rover,Car Model:Range Rover,Year:2005,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:Silver,"$10,000"
8261,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$69,800"
8262,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$26,500"
8263,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$12,200"
8264,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$12,200"
8265,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$12,200"
