,mark,model,year,type,condition,fuel,Transmission,color,price
7947,Car Makes:Ford,Car Model:Everest,Year:2023,Tax Type:Tax Paper,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$79,900"
7948,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2014,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$56,500"
7949,Car Makes:Lexus,Car Model:LX470,Year:2000,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:White,"$12,700"
7950,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Black,"$16,500"
7951,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,700"
7952,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$22,500"
7953,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$22,500"
7954,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$22,500"
7955,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$21,800"
7956,Car Makes:Lexus,Car Model:IS,Year:2016,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$37,800"
7957,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$32,500"
7958,Car Makes:Lexus,Car Model:RX400h,Year:2007,Tax Type:Tax Paper,Condition:New,Fuel:Petrol,Transmission:Auto,Color:Gold,"$30,500"
7959,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$20,900"
7960,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Tax Paper,Condition:New,Fuel:Petrol,Transmission:Auto,Color:Gray,"$23,900"
7961,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$10,500"
7962,Car Makes:Ford,Car Model:Territory,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$37,500"
7963,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Hybrid,Transmission:Auto,"$20,500"
7964,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Diesel,Transmission:Auto,"$13,700"
7965,Car Makes:BMW,Car Model:525i,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$12,500"
7966,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$15,900"
7967,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$16,500"
7968,Car Makes:Lexus,Car Model:LX470,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$13,500"
7969,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$23,500"
7970,Car Makes:Toyota,Car Model:Prius,Year:2011,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$22,000"
7971,Car Makes:Lexus,Car Model:CT,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$26,888"
7972,Car Makes:Toyota,Car Model:Scion,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$8,800"
7973,Car Makes:Toyota,Car Model:Scion,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$8,800"
7974,Car Makes:Lexus,Car Model:RX300,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:Silver,"$13,200"
7975,Car Makes:Lexus,Car Model:LX470,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:LPG,Transmission:Auto,"$13,900"
7976,Car Makes:Lexus,Car Model:RX330,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$34,500"
7977,Car Makes:Land Rover,Car Model:Range Rover Evoque,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$31,000"
7978,Car Makes:Lexus,Car Model:RX350,Year:2011,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Auto,"$46,000"
7979,Car Makes:Lexus,Car Model:RX450h,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Color:White,"$44,500"
7980,Car Makes:Kia,Car Model:Visto,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$1,550"
7981,Car Makes:Toyota,Car Model:Vellfire,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$100,000"
7982,Car Makes:Nissan,Car Model:Navara,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$39,000"
7983,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$17,500"
7984,Car Makes:Lexus,Car Model:RX300,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,000"
7985,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$7,500"
7986,Car Makes:Lexus,Car Model:RX200T,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:White,"$45,000"
7987,Car Makes:Lexus,Car Model:NX,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$68,500"
7988,Car Makes:Lexus,Car Model:NX,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$68,500"
7989,Car Makes:Toyota,Car Model:Highlander,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$15,500"
7990,Car Makes:Toyota,Car Model:Camry,Year:2008,Tax Type:Plate Number,Condition:New,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$13,300"
7991,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$8,999"
7992,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$45,000"
7993,Car Makes:Toyota,Car Model:Corolla,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,900"
7994,Car Makes:Lexus,Car Model:RX300,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$14,900"
7995,Car Makes:Hyundai,Car Model:Truck,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$8,500"
7996,Car Makes:Mini,Car Model:MINI,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Manual,"$9,200"
7997,Car Makes:Audi,Car Model:TT,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Convertible,Fuel:Petrol,Transmission:Auto,"$29,900"
7998,Car Makes:Ford,Car Model:Ecosport,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$23,000"
7999,Car Makes:Toyota,Car Model:Hiace,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Diesel,Transmission:Manual,"$19,000"
8000,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$8,700"
8001,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$6,800"
8002,Car Makes:Lexus,Car Model:RX300,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$13,800"
8003,Car Makes:Toyota,Car Model:Prius,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,100"
8004,Car Makes:Nissan,Car Model:Frontier,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$9,799"
8005,Car Makes:Nissan,Car Model:Frontier,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$9,799"
8006,Car Makes:Nissan,Car Model:Frontier,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$9,799"
8007,Car Makes:Kia,Car Model:Morning,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$5,650"
8008,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$11,500"
8009,Car Makes:Great Wall,Year:2016,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,Color:White,"$9,200"
8010,Car Makes:Kia,Car Model:Carnival,Year:2015,Tax Type:Plate Number,Condition:New,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$28,500"
8011,Car Makes:Toyota,Car Model:Tundra,Year:2022,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$129,000"
8012,Car Makes:Toyota,Car Model:Tundra,Year:2022,Tax Type:Tax Paper,Condition:New,Fuel:Petrol,Transmission:Auto,Color:Silver,"$129,000"
8013,Car Makes:Lexus,Car Model:RX450HL,Year:2018,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Hybrid,Transmission:Auto,"$92,800"
8014,Car Makes:Lexus,Car Model:RX300,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,200"
8015,Car Makes:Toyota,Car Model:Prius,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$23,000"
8016,Car Makes:BMW,Car Model:3 Series,Year:2013,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$22,900"
8017,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$43,900"
8018,Car Makes:Toyota,Car Model:Highlander,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$17,200"
8019,Car Makes:Toyota,Car Model:Camry,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$13,500"
8020,Car Makes:Toyota,Car Model:Camry,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$13,800"
8021,Car Makes:Volkswagen,Car Model:Tiguan,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$17,999"
8022,Car Makes:Toyota,Car Model:Camry,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$12,000"
8023,Car Makes:Toyota,Car Model:Camry,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$12,000"
8024,Car Makes:Mitsubishi,Car Model:Outlander,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$29,500"
8025,Car Makes:Ford,Car Model:Ranger Raptor,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Color:Black,"$45,500"
8026,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$43,500"
8027,Car Makes:Nissan,Car Model:Navara,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$16,500"
8028,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$19,000"
8029,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$13,500"
8030,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$18,500"
8031,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$20,500"
8032,Car Makes:Lexus,Car Model:CT,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$24,500"
8033,Car Makes:Toyota,Car Model:Camry,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:White,"$11,400"
8034,Car Makes:Lexus,Car Model:RX330,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$21,000"
8035,Car Makes:Toyota,Car Model:Land Cruiser,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$46,000"
8036,Car Makes:Toyota,Car Model:Tundra,Year:2004,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$12,500"
8037,Car Makes:Toyota,Car Model:Tundra,Year:2004,Tax Type:Plate Number,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$12,500"
8038,Car Makes:Toyota,Car Model:Tacoma,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$25,000"
8039,Car Makes:Toyota,Car Model:Hilux Vigo,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$14,500"
8040,Car Makes:Toyota,Car Model:Land Cruiser PRADO,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Electric,Transmission:Auto,"$21,000"
8041,Car Makes:Kia,Car Model:Grand Carnival,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Petrol,Transmission:Auto,"$35,000"
8042,Car Makes:Toyota,Car Model:Land Cruiser,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$115,000"
8043,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Tax Paper,Condition:Used,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$13,000"
8044,Car Makes:Toyota,Car Model:Hilux Vigo,Year:2012,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$22,000"
8045,Car Makes:Toyota,Car Model:Highlander,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:White,"$17,500"
8046,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$10,800"
8047,Car Makes:Other - ផ្សេងៗ,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Manual,Color:White,"$17,000"
8048,Car Makes:Other - ផ្សេងៗ,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Transmission:Manual,Color:White,"$19,000"
8049,Car Makes:Nissan,Car Model:Armada,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$18,000"
8050,Car Makes:Lexus,Car Model:HS,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$23,900"
8051,Car Makes:Lexus,Car Model:LX470,Year:2001,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:LPG,Transmission:Auto,"$12,900"
8052,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,300"
8053,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$58,500"
8054,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$58,500"
8055,Car Makes:Land Rover,Car Model:Range Rover Vogue,Year:2014,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$58,500"
8056,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$17,300"
8057,Car Makes:Lexus,Car Model:RX450h,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$39,900"
8058,Car Makes:Toyota,Car Model:Prius,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$10,200"
8059,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,700"
8060,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$13,900"
8061,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$13,500"
8062,Car Makes:Toyota,Car Model:Tacoma,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$16,000"
8063,Car Makes:Hyundai,Car Model:Staria,Year:2009,Tax Type:Plate Number,Condition:Used,Body Type:MPV (Minivan),Fuel:Diesel,Transmission:Auto,"$13,800"
8064,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$14,900"
8065,Car Makes:Land Rover,Car Model:Range Rover,Year:2010,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:Black,"$18,500"
8066,Car Makes:Toyota,Car Model:Tundra,Year:2010,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:Silver,"$19,800"
8067,Car Makes:Toyota,Car Model:Land Cruiser,Year:2008,Tax Type:Tax Paper,Condition:New,Fuel:Petrol,Transmission:Auto,Color:White,"$66,500"
8068,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$11,000"
8069,Car Makes:Lexus,Car Model:RX300,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$8,600"
8070,Car Makes:Lexus,Car Model:RX300,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Color:White,"$9,300"
8071,Car Makes:Toyota,Car Model:Hilux REVO,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$38,710.00"
8072,Car Makes:Toyota,Car Model:Hilux REVO,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Auto,"$38,710.00"
8073,Car Makes:Toyota,Car Model:Fortuner,Year:2018,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$45,570.00"
8074,Car Makes:Toyota,Car Model:Tacoma,Year:2007,Tax Type:Tax Paper,Condition:New,Body Type:Pickup,Fuel:Petrol,Transmission:Auto,"$18,999"
8075,Car Makes:Ford,Car Model:Ranger Wildtrak,Year:2019,Tax Type:Plate Number,Condition:Used,Body Type:Pickup,Fuel:Diesel,Transmission:Manual,"$36,500"
8076,Car Makes:Lexus,Car Model:GS,Year:2006,Tax Type:Tax Paper,Condition:New,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$22,000"
8077,Car Makes:Lexus,Car Model:RX300,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$15,500"
8078,Car Makes:Toyota,Car Model:Corolla,Year:2022,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$42,000"
8079,Car Makes:Lexus,Car Model:RX330,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$21,500"
8080,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Petrol,Transmission:Auto,"$13,900"
8081,Car Makes:Mazda,Car Model:Mazda6,Year:2016,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$27,300"
8082,Car Makes:Lexus,Car Model:RX400h,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$24,600"
8083,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$11,300"
8084,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Diesel,Transmission:Auto,"$13,500"
8085,Car Makes:Lexus,Car Model:RX300,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,000"
8086,Car Makes:Mitsubishi,Car Model:Pajero,Year:1996,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$4,999"
8087,Car Makes:Land Rover,Car Model:Range Rover Sport,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:Black,"$10,999"
8088,Car Makes:Toyota,Car Model:Highlander,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$21,200"
8089,Car Makes:Toyota,Car Model:Prius,Year:2010,Tax Type:Tax Paper,Condition:New,Body Type:Hatchback,Fuel:Hybrid,Transmission:Auto,"$20,500"
8090,Car Makes:Kia,Car Model:Morning,Year:2012,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$9,500"
8091,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$18,800"
8092,Car Makes:Toyota,Car Model:Prius,Year:2007,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Hybrid,Transmission:Auto,"$11,200"
8093,Car Makes:Toyota,Car Model:Prius,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Transmission:Auto,Color:Silver,"$12,800"
8094,Car Makes:Toyota,Car Model:Camry,Year:2007,Tax Type:Tax Paper,Condition:Used,Body Type:Sedan,Fuel:Petrol,Color:Gray,"$18,500"
8095,Car Makes:Toyota,Car Model:Corolla,Year:1992,Tax Type:Plate Number,Condition:Used,Body Type:Other,Fuel:Petrol,Color:Red,"$2,200"
8096,Car Makes:Ford,Car Model:Territory,Year:2021,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Transmission:Auto,Color:Black,"$37,900"
8097,Car Makes:Toyota,Car Model:Camry,Year:1999,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:LPG,Transmission:Auto,"$5,900"
8098,Car Makes:Hyundai,Car Model:Starex H1,Year:2009,Tax Type:Plate Number,Condition:Used,Fuel:Diesel,Transmission:Auto,Color:Silver,"$1,280"
8099,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Hybrid,Color:White,"$53,500"
8100,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Hybrid,Color:White,"$53,500"
8101,Car Makes:Lexus,Car Model:NX,Year:2015,Tax Type:Tax Paper,Condition:Used,Body Type:SUV,Fuel:Hybrid,Color:White,"$53,500"
8102,Car Makes:Lexus,Car Model:LX470,Year:2000,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:LPG,Transmission:Auto,"$24,500"
8103,Car Makes:Kia,Car Model:Morning,Year:2008,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$6,300"
8104,Car Makes:Toyota,Car Model:Vitz,Year:2011,Tax Type:Plate Number,Condition:Used,Fuel:Petrol,Transmission:Auto,Color:White,"$10,500"
8105,Car Makes:Toyota,Car Model:Camry,Year:2004,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,600"
8106,Car Makes:Toyota,Car Model:Camry,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,500"
8107,Car Makes:Lexus,Car Model:RX450HL,Year:1996,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$4,800"
8108,Car Makes:Toyota,Car Model:Highlander,Year:2003,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$12,200"
8109,Car Makes:Toyota,Car Model:Highlander,Year:2002,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$16,000"
8110,Car Makes:Toyota,Car Model:Prius,Year:2005,Tax Type:Plate Number,Condition:Used,Body Type:Sedan,Fuel:Petrol,Transmission:Auto,"$8,700"
8111,Car Makes:Kia,Car Model:Morning,Year:2006,Tax Type:Plate Number,Condition:Used,Body Type:SUV,Fuel:Petrol,Transmission:Auto,"$5,500"
