Price,Price per m2,Location,Type,Title,Property ID,Original ID,Listed,Updated
"948,100",950," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,219079,DL672,6 months ago,2 weeks ago
"944,000",295," Khmuonh, Sen Sok, Phnom Penh",Land/Development,Hard Title,219011,6 months ago,2 weeks ago,"<a href=""/offices/global-property-services-choeunsina94gmailcom-2-6898/"">Global Property Services</a>"
"650,265",550," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,218869,DL407,6 months ago,2 weeks ago
"58,300",212," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,218866,DL408,6 months ago,2 weeks ago
"6,806,700",450," Chreav, Siem Reap, Siem Reap",Land,Hard Title,218864,DL411,6 months ago,2 weeks ago
"420,000",913," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,218863,DL412,6 months ago,2 weeks ago
"814,500",450," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,218793,DL669,6 months ago,2 weeks ago
"202,980",170," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,218792,DL668,6 months ago,2 weeks ago
"519,500",500," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218791,DL667,6 months ago,2 weeks ago
"16,240,000",," Vihear Suork, Khsach Kandal, Kandal",Land/Development,Hard Title,218761,KH22CMA58,6 months ago,2 weeks ago
"1,000",None,"Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",218752,6 months ago,2 months ago
"10,540,000",," Anlong Romiet, Kandal Stueng, Kandal",Land/Development,Hard Title,218745,KH22CMA57,6 months ago,2 weeks ago
"9,960,000",," Chak Angrae Leu, Meanchey, Phnom Penh",Land/Development,Hard Title,218743,KH22CMA56,6 months ago,2 weeks ago
"80,000",1," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,218679,DL409,6 months ago,2 weeks ago
"90,000",1," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,218677,DL410,6 months ago,2 weeks ago
"1,693,800",450," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,218603,DL415,6 months ago,2 weeks ago
"234,900",150," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,218602,DL416,6 months ago,2 weeks ago
"259,350",130," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,218600,DL422,6 months ago,2 weeks ago
"142,740",130," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,218597,DL432,6 months ago,2 weeks ago
"280,000",," Kouk Khleang, Sen Sok, Phnom Penh",Land,Hard Title,218580,6 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"966,625",," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,218499,KH22CMA47,6 months ago,2 weeks ago
"1,750,000",500," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218498,DL421,6 months ago,2 weeks ago
"5,857,200",," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,218497,KH22CMA48,6 months ago,2 weeks ago
"1,335,000",150," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218496,DL423,6 months ago,2 weeks ago
"146,320",80," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,218495,DL424,6 months ago,2 weeks ago
"68,495",95," Chreav, Siem Reap, Siem Reap",Land,Hard Title,218494,DL433,6 months ago,2 weeks ago
"2,054,500",700," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218493,DL430,6 months ago,2 weeks ago
"1,952,000",400," Sala Kamraeuk, Siem Reap, Siem Reap",Land,Hard Title,218492,DL666,6 months ago,2 weeks ago
"109,500",250," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218418,DL664,6 months ago,2 weeks ago
"75,000",," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,218387,DL663,7 months ago,2 weeks ago
"130,900",350," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,218368,DL351,7 months ago,2 weeks ago
"75,325",115," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218366,DL350,7 months ago,2 weeks ago
"173,130",87," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,218342,DL435,7 months ago,2 weeks ago
"515,900",350," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218340,DL437,7 months ago,2 weeks ago
"101,760",120," Chreav, Siem Reap, Siem Reap",Land,Hard Title,218336,DL439,7 months ago,2 weeks ago
"714,700",350," Srangae, Siem Reap, Siem Reap",Land/Development,Hard Title,218317,DL661,7 months ago,2 weeks ago
"323,245",65," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,218313,DL660,7 months ago,2 weeks ago
"1,620,000",450," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,218310,DL659,7 months ago,2 weeks ago
"127,500",250," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,218290,DL378,7 months ago,2 weeks ago
"190,400",," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,218288,DL377,7 months ago,2 weeks ago
"247,450",350," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,218226,DL658,7 months ago,2 weeks ago
"356,070",830," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,218220,DL657,7 months ago,2 weeks ago
"100,280",460," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218164,DL426,7 months ago,2 weeks ago
"1,095,510",430," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218160,DL427,7 months ago,2 weeks ago
"2,500,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,218142,DL656,7 months ago,2 weeks ago
"243,000",10," Leang Dai, Angkor Thum, Siem Reap",Land/Development,Hard Title,218139,DL428,7 months ago,2 weeks ago
"157,130",95," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,218124,DL655,7 months ago,2 weeks ago
"11,000,000",," Kamboul, Por Sen Chey, Phnom Penh",Land/Development,Hard Title,218066,KH22CMA54,7 months ago,2 weeks ago
"420,000",," Kouk Chak, Siem Reap, Siem Reap",Land/Development,Hard Title,217942,DL652,7 months ago,2 weeks ago
"550,000",," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217938,DL651,7 months ago,2 weeks ago
"489,000",500," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217936,DL650,7 months ago,2 weeks ago
"130,000",40," Anlong Vil, Sangkae, Battambang",Land/Development,Hard Title,217931,Contact,7 months ago,6 months ago
"85,000",598," Srangae, Siem Reap, Siem Reap",Land/Development,Hard Title,217887,DL649,7 months ago,2 weeks ago
"76,960",65," Srangae, Siem Reap, Siem Reap",Land/Development,Hard Title,217813,DL648,7 months ago,2 weeks ago
"680,400",400," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217811,DL646,7 months ago,2 weeks ago
"255,300","1,150"," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,217795,DL645,7 months ago,2 weeks ago
"630,000",,"Koun Satv, Tuek Chhou, Kampot",Land/Development,Soft Title,"<a href=""/offices/mls-property-cambodia-mls-6927/"">MLS Property Cambodia</a>",217769,1,7 months ago
"1,015,000",700,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217694,SRL539,7 months ago,2 weeks ago
"1,470,000",700,"Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217692,SRL538,7 months ago,2 weeks ago
"75,000",185,"Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,217688,SRL537,7 months ago,2 weeks ago
"2,500,000",,"Sambour, Samraong Tong, Kampong Speu",Land/Development,Hard Title,"<a href=""/offices/town-city-towncity-6192/"">Town City</a>",217666,7 months ago,2 weeks ago
"6,300,000",," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,217652,KH22CMA53,7 months ago,2 weeks ago
"935,410",230," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,217619,DL440,7 months ago,2 weeks ago
"37,600",8," Lvea, Puok, Siem Reap",Land/Development,Hard Title,217618,DL441,7 months ago,2 weeks ago
"825,000",250," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217610,DL643,7 months ago,2 weeks ago
"50,570",130," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,217586,DL642,7 months ago,2 weeks ago
"1,710,000","1,000"," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,217579,DL641,7 months ago,2 weeks ago
"720,000",150," Kouk Chak, Siem Reap, Siem Reap",Land/Development,Hard Title,217578,DL640,7 months ago,2 weeks ago
"1,200,000",132," Krang Ampil, Kampot, Kampot",Land/Development,Hard Title,217554,KH22CMA52,7 months ago,2 weeks ago
"829,440",16," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,217541,DL636,7 months ago,2 weeks ago
"640,510",130," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,217531,DL638,7 months ago,2 weeks ago
85,None,"Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,199886,13606,1 year ago,2 weeks ago
"2,200,000","3,500"," Boeung Kak 1, Toul Kork, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/gc-realty-gcrealty-7206/"">GC Realty</a>",217479,GCR-22-0333,7 months ago
"1,789,200","2,100"," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,217466,DL454,7 months ago,2 weeks ago
"158,470",230," Ampil, Prasat Bakong, Siem Reap",Land/Development,Hard Title,217452,DL455,7 months ago,2 weeks ago
"1,044,000","1,200"," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217421,DL635,7 months ago,2 weeks ago
"9,700,000",," Chroy Changvar, Chroy Changvar, Phnom Penh",Land/Development,Hard Title,217408,KH22CMA51,7 months ago,2 weeks ago
"135,000",320," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,217404,DL456,7 months ago,2 weeks ago
"288,000",480," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,217401,DL458,7 months ago,2 weeks ago
"33,176",22," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,217371,DL585,7 months ago,2 weeks ago
"480,000",60," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,217353,DL628,7 months ago,2 weeks ago
"130,000",," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,217351,DL627,7 months ago,2 weeks ago
"889,000",500," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,217259,DL624,7 months ago,2 weeks ago
"570,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,216744,DL621,8 months ago,2 weeks ago
"1,650,000",," Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,Hard Title,216701,👉 FJ-03407,8 months ago,2 weeks ago
"890,000",," Phnom Penh Thmey, Sen Sok, Phnom Penh",Land/Development,Hard Title,216700,👉 FJ-03409,8 months ago,2 weeks ago
"216,250",," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,216686,DL578,8 months ago,2 weeks ago
"74,250",45," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,216677,DL620,8 months ago,2 weeks ago
"75,263",45," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,216658,DL619,8 months ago,2 weeks ago
"236,300",170," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,216652,DL618,8 months ago,2 weeks ago
"551,625",375," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,216637,DL596,8 months ago,2 weeks ago
"480,000",400," Siem Reap, Siem Reap, Siem Reap",Land,Hard Title,216619,DL597,8 months ago,2 weeks ago
"155,050",350," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,216612,DL598,8 months ago,2 weeks ago
"503,200",370," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,216602,DL599,8 months ago,2 weeks ago
"30,000,000",741,"National Road 6, Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,155559,20-CMA-001,2 years ago,2 weeks ago
"64,295",35," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,216494,DL615,8 months ago,2 weeks ago
"117,495",35," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,216493,DL614,8 months ago,2 weeks ago
"160,000",200," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,216468,DL613,8 months ago,2 weeks ago
"200,480",280," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,216443,DL612,8 months ago,2 weeks ago
"952,700",350," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,216439,DL611,8 months ago,2 weeks ago
"532,000",350," Nokor Thum, Siem Reap, Siem Reap",Land/Development,Hard Title,216438,DL610,8 months ago,2 weeks ago
"86,025",155," Sangkat Sambuor, Siem Reap, Siem Reap",Land/Development,Hard Title,216435,DL608,8 months ago,2 weeks ago
"489,600","1,600"," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,216240,DC469,8 months ago,2 weeks ago
"30,000",161,"Siem Reap 7 Makara KW, Ampil, Prasat Bakong, Siem Reap",Land/Development,Hard Title,216229,SR000171,8 months ago,8 months ago
"18,000",,"7 Makara KW Siem Reap, Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,216227,SR000172,8 months ago,3 months ago
13,None," Srae Ambel, Srae Ambel, Koh Kong",Land/Development,Hard Title,"<a href=""/offices/luxrealty-luxrealty-6914/"">luxrealty</a>",216158,8 months ago,8 months ago
"650,000",," Traeuy Kaoh, Kampot, Kampot",Land/Development,Hard Title,"<a href=""/offices/luxrealty-luxrealty-6914/"">luxrealty</a>",216155,8 months ago,8 months ago
"500,000",25," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,216119,DL602,8 months ago,2 weeks ago
"1,600,000",20," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,216118,DL603,8 months ago,2 weeks ago
"1,300,000",65," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,216117,DL604,8 months ago,2 weeks ago
"150,000",," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,216115,DL600,8 months ago,2 weeks ago
"5,200,000",," BKK 1, Chamkarmon, Phnom Penh",Land/Development,Hard Title,216091,FJ-0103,8 months ago,2 weeks ago
"55,000",," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,216076,DL463,8 months ago,2 weeks ago
"100,000",," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,216074,DL466,8 months ago,2 weeks ago
"327,250",850," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,216044,DL593,8 months ago,2 weeks ago
"376,950",350," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,216041,DL592,8 months ago,2 weeks ago
"678,500",500," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,216037,DL590,8 months ago,2 weeks ago
"200,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,216034,DL586,8 months ago,2 weeks ago
"356,850",130," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,216025,DL580,8 months ago,2 weeks ago
"354,250",130," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,216015,DL579,8 months ago,2 weeks ago
"1,250,000",," Tuol Sangkae 1, Russey Keo, Phnom Penh",Land/Development,Hard Title,215990,FJ-03390,8 months ago,2 weeks ago
"821,600",650," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,215988,DL591,8 months ago,2 weeks ago
"120,000",," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215901,DL584,8 months ago,2 weeks ago
"367,200",300," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215891,DL587,8 months ago,2 weeks ago
"145,350",150," Srangae, Siem Reap, Siem Reap",Land/Development,Hard Title,215882,DL588,8 months ago,2 weeks ago
"7,500,000",," Sangkat Bei, Sihanoukville, Sihanoukville",Land,Hard Title,215767,22-S-05,8 months ago,8 months ago
"295,400",200," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,215641,DL582,8 months ago,2 weeks ago
"200,000",," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,215633,DL581,8 months ago,2 weeks ago
"100,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,215559,DL577,8 months ago,2 weeks ago
"69,230",230," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215556,DL576,8 months ago,2 weeks ago
200,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215444,DL575,8 months ago,2 weeks ago
85,None," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,215443,DL574,8 months ago,2 weeks ago
"1,005,000",300," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215442,DL573,8 months ago,2 weeks ago
150,None," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,215377,DL564,8 months ago,2 weeks ago
"370,000",100," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,215376,DL565,8 months ago,2 weeks ago
500,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215375,DL569,8 months ago,2 weeks ago
250,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215373,DL571,8 months ago,2 weeks ago
"60,000",301,"Reap 7 Makara KW Siem, Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,215368,SR000166,8 months ago,8 months ago
"242,630",190,"Reap 7 Makara KW Siem, Nokor Thum, Siem Reap, Siem Reap",Land/Development,Hard Title,215367,SR000165,8 months ago,8 months ago
"1,262,000",200," Bakong, Prasat Bakong, Siem Reap",Land/Development,Hard Title,215302,DL572,8 months ago,2 weeks ago
140,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215272,DL373,8 months ago,2 weeks ago
"220,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,215265,DL374,8 months ago,2 weeks ago
350,None," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,215263,DL375,8 months ago,2 weeks ago
250,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215241,DL482,8 months ago,2 weeks ago
150,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215240,DL483,8 months ago,2 weeks ago
"1,000",None," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,215239,DL484,8 months ago,2 weeks ago
"1,000",None," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,215238,DL485,8 months ago,2 weeks ago
"20,000",," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,215237,DL486,8 months ago,2 weeks ago
"48,000",120," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,215214,DL478,8 months ago,2 weeks ago
100,None," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Soft Title,215213,DL476,8 months ago,2 weeks ago
"27,405",145," Chreav, Siem Reap, Siem Reap",Land,Hard Title,215152,DL490,8 months ago,2 weeks ago
"1,100",None," Sla Kram, Siem Reap, Siem Reap",Land,Hard Title,215151,DL491,8 months ago,2 weeks ago
"635,180",65," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215150,DL492,8 months ago,2 weeks ago
"264,282",17,"Kachanh, Ban Lung, Ratanakiri",Land/Development,Hard Title,215145,ST0001,8 months ago,8 months ago
"1,796,550",210," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,215126,DL494,8 months ago,2 weeks ago
"92,400",220," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,215125,DL495,8 months ago,2 weeks ago
"303,800",200," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215124,DL497,8 months ago,2 weeks ago
"359,700",300," Chreav, Siem Reap, Siem Reap",Land,Hard Title,215069,DL498,8 months ago,2 weeks ago
"795,000",150," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,215068,DL499,8 months ago,2 weeks ago
"57,000",," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215067,DL500,8 months ago,2 weeks ago
"120,000",," Siem Reap, Siem Reap, Siem Reap",Land/Development,Hard Title,215066,DL503,8 months ago,2 weeks ago
"627,000",250," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,215065,DL504,8 months ago,2 weeks ago
"703,400",200," Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,215062,DL505,8 months ago,2 weeks ago
"21,500",," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,215061,DL506,8 months ago,2 weeks ago
"42,000",," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,215059,DL507,8 months ago,2 weeks ago
100,None," Sambuor, Kralanh, Siem Reap",Land/Development,Hard Title,215054,DL563,8 months ago,2 weeks ago
"95,000",," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,215049,DL567,8 months ago,2 weeks ago
"580,000",800," Svay Dankum, Siem Reap, Siem Reap",Land,Hard Title,215048,DL514,8 months ago,2 weeks ago
12,None," Khnar Sanday, Banteay Srei, Siem Reap",Land/Development,Soft Title,215038,DL521,8 months ago,2 weeks ago
300,None," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,214953,DL525,8 months ago,2 weeks ago
"1,000",None," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,214952,DL524,8 months ago,2 weeks ago
"48,000",," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,214804,DL536,9 months ago,2 weeks ago
90,None,"Siem Reap 7 Makara KW, Kandaek, Prasat Bakong, Siem Reap",Land,Hard Title,214801,SR000164,9 months ago,2 months ago
"490,000",," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,214718,DL560,9 months ago,2 weeks ago
"1,726,400","1,300"," Tuek L'ak 3, Toul Kork, Phnom Penh",Land,Hard Title,"<a href=""/offices/gc-realty-gcrealty-7206/"">GC Realty</a>",214711,GCR-22-0193,9 months ago
350,None," Sala Kamraeuk, Siem Reap, Siem Reap",Land/Development,Hard Title,214668,DL561,9 months ago,2 weeks ago
270,None," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,214655,DL557,9 months ago,2 weeks ago
"39,000",320,"KW Siem Reap 7 Makara, Srangae, Siem Reap, Siem Reap",Land/Development,Hard Title,214577,SPA000081,9 months ago,9 months ago
380,None," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,214547,DL539,9 months ago,2 weeks ago
"65,000",48,"KW Siem Reap 7 Makara, Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,214526,SR000162,9 months ago,9 months ago
480,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,214419,DL559,9 months ago,2 weeks ago
"1,000",None," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,214405,DL555,9 months ago,2 weeks ago
"100,000",," Sla Kram, Siem Reap, Siem Reap",Land/Development,Hard Title,214402,DL554,9 months ago,2 weeks ago
500,None," Svay Dankum, Siem Reap, Siem Reap",Land/Development,Hard Title,214366,DL553,9 months ago,2 weeks ago
"19,500",," Kandaek, Prasat Bakong, Siem Reap",Land/Development,Hard Title,214364,DL551,9 months ago,2 weeks ago
"35,000",," Chreav, Siem Reap, Siem Reap",Land/Development,Hard Title,214361,DL550,9 months ago,2 weeks ago
"250,000",," Sambuor, Kralanh, Siem Reap",Land/Development,Hard Title,214356,DL547,9 months ago,2 weeks ago
"1,456,000","2,000"," Phsar Daeum Thkov, Chamkarmon, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/gc-realty-gcrealty-7206/"">GC Realty</a>",214061,GCR-22-0167,9 months ago
"10,000,000",," BKK 1, Chamkarmon, Phnom Penh",Land/Development,Hard Title,213813,9 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"3,800,000",," BKK 1, Chamkarmon, Phnom Penh",Land/Development,Hard Title,213810,9 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"9,672,000","12,000"," BKK 1, Chamkarmon, Phnom Penh",Land/Development,Hard Title,213808,9 months ago,2 weeks ago,"<a href=""/offices/century-21-fuji-realty-pongborafuji-realtyasia-2-1451/"">Century 21 Fuji Realty</a>"
"450,000",890," Kouk Khleang, Sen Sok, Phnom Penh",Land/Development,Hard Title,"<a href=""/offices/gc-realty-gcrealty-7206/"">GC Realty</a>",213696,GCR-22-0076,9 months ago
"35,000",60,"7 Makara KW Siem Reap, Krabei Riel, Siem Reap, Siem Reap",Land/Development,Hard Title,213644,SR000160,9 months ago,9 months ago
"598,000",260," Chreav, Siem Reap, Siem Reap",Land,Hard Title,213456,11213,9 months ago,2 weeks ago
"1,879,920",630," Sala Kamraeuk, Siem Reap, Siem Reap",Land,Hard Title,213455,14288,9 months ago,2 weeks ago
"1,500,000",," Chroy Changvar, Chroy Changvar, Phnom Penh",Land,Hard Title,213454,7264,9 months ago,2 weeks ago
"214,500",390," Siem Reap, Siem Reap, Siem Reap",Land,Hard Title,213453,13517,9 months ago,2 weeks ago
